index,req,ts,engine,cmdtr,tr,rsp,send,recv,rts,rengine,rtr,accep,rtt1,rtt2,rtt3,rtt4,rtt5,rtt6,rtt7,rtt8,rtt9,rtt10,rtt11,send_req_rtt,accept_req_rtt
353,282294567,282294568,282294570,282294574,282294580,282294580,282294580,282297825,0,282297828,282297832,282297837,1,2,4,10,0,0,3245,-282297825,282297828,4,5,13,3270
354,282541609,282541610,282541612,282541617,282541624,282541633,282541625,282544920,0,282544923,282544925,282544929,1,2,5,12,9,1,3295,-282544920,282544923,2,4,16,3320
355,282726869,282726870,282726872,282726876,282726881,282726891,282726883,282729908,0,282729911,282729914,282729918,1,2,4,9,10,2,3025,-282729908,282729911,3,4,14,3049
356,282855177,282855178,282855180,282855184,282855190,282855199,282855190,282858551,0,282858553,282858557,282858562,1,2,4,10,9,0,3361,-282858551,282858553,4,5,13,3385
357,283315360,283315361,283315363,283315371,283315377,283315387,283315379,283318807,0,283318810,283318813,283318817,1,2,8,14,10,2,3428,-283318807,283318810,3,4,19,3457
358,283319492,283319492,283319494,283319498,283319502,283319513,283319504,283321966,0,283321968,283321972,283321977,0,2,4,8,11,2,2462,-283321966,283321968,4,5,12,2485
359,284117096,284117097,284117099,284117105,284117110,284117120,284117112,284120635,0,284120638,284120640,284120644,1,2,6,11,10,2,3523,-284120635,284120638,2,4,16,3548
360,284379190,284379191,284379193,284379199,284379208,284379216,284379206,284382416,0,284382419,284382423,284382428,1,2,6,15,8,-2,3210,-284382416,284382419,4,5,16,3238
361,284654569,284654570,284654572,284654576,284654583,284654591,284654583,284657857,0,284657860,284657862,284657866,1,2,4,11,8,0,3274,-284657857,284657860,2,4,14,3297
362,285320489,285320490,285320492,285320501,285320510,285320521,285320510,285324108,0,285324111,285324114,285324119,1,2,9,18,11,0,3598,-285324108,285324111,3,5,21,3630
363,285320533,285320535,285320537,285320542,285320549,285320550,285320547,285324235,0,285324237,285324240,285324245,2,2,5,12,1,-2,3688,-285324235,285324237,3,5,14,3712
